# BEGIN DATA
Process=pp -> e~vj + ev~j
4.000000e+01 5.000000e+01 1.323856e-04 6.862283e-03 6.862283e-03
5.000000e+01 6.000000e+01 1.347613e-04 7.067493e-03 7.067493e-03
6.000000e+01 7.000000e+01 1.349023e-04 7.340049e-03 7.340049e-03
7.000000e+01 8.000000e+01 1.443283e-04 9.381997e-03 9.381997e-03
8.000000e+01 9.000000e+01 1.473864e-04 1.079305e-02 1.079305e-02
9.000000e+01 1.000000e+02 1.537629e-04 1.054827e-02 1.054827e-02
1.000000e+02 1.100000e+02 5.922386e-05 1.473352e-02 1.473352e-02
1.100000e+02 1.200000e+02 1.694977e-04 1.828423e-02 1.828423e-02
1.200000e+02 1.300000e+02 9.653266e-05 5.656382e-02 5.656382e-02
1.300000e+02 1.400000e+02 2.173135e-04 7.294470e-02 7.294470e-02
1.400000e+02 1.500000e+02 2.362604e-04 2.074052e-02 2.074052e-02
1.500000e+02 2.000000e+02 1.534967e-04 5.549393e-03 5.549393e-03
2.000000e+02 2.500000e+02 3.552245e-04 4.542651e-03 4.542651e-03
2.500000e+02 3.000000e+02 4.492013e-04 5.796883e-03 5.796883e-03
3.000000e+02 3.500000e+02 6.346234e-04 9.005625e-03 9.005625e-03
3.500000e+02 4.000000e+02 7.802718e-04 1.030507e-02 1.030507e-02
4.000000e+02 4.500000e+02 1.085096e-03 8.979995e-03 8.979995e-03
4.500000e+02 5.000000e+02 1.307955e-03 1.042341e-02 1.042341e-02
5.000000e+02 5.500000e+02 1.594966e-03 1.184882e-02 1.184882e-02
5.500000e+02 6.000000e+02 1.921070e-03 1.245909e-02 1.245909e-02
6.000000e+02 6.500000e+02 2.028983e-03 1.427345e-02 1.427345e-02
6.500000e+02 7.000000e+02 2.420357e-03 1.497097e-02 1.497097e-02
7.000000e+02 7.500000e+02 2.580405e-03 1.742199e-02 1.742199e-02
7.500000e+02 8.000000e+02 3.086185e-03 1.955773e-02 1.955773e-02
8.000000e+02 8.500000e+02 3.205092e-03 2.021156e-02 2.021156e-02
8.500000e+02 9.000000e+02 3.516518e-03 2.183964e-02 2.183964e-02
9.000000e+02 9.500000e+02 3.804274e-03 2.430427e-02 2.430427e-02
9.500000e+02 1.000000e+03 4.145789e-03 2.702467e-02 2.702467e-02
1.000000e+03 1.100000e+03 4.650108e-03 2.084507e-02 2.084507e-02
1.100000e+03 1.200000e+03 5.005312e-03 2.430075e-02 2.430075e-02
1.200000e+03 1.300000e+03 5.843755e-03 2.705647e-02 2.705647e-02
1.300000e+03 1.400000e+03 6.159614e-03 3.089657e-02 3.089657e-02
1.400000e+03 1.600000e+03 8.270293e-03 2.724215e-02 2.724215e-02
1.600000e+03 1.800000e+03 1.100534e-02 3.660989e-02 3.660989e-02
1.800000e+03 2.000000e+03 1.581633e-02 4.328751e-02 4.328751e-02
2.000000e+03 2.200000e+03 1.917100e-02 5.951903e-02 5.951903e-02
2.200000e+03 2.400000e+03 2.868367e-02 5.639243e-02 5.639243e-02
2.400000e+03 2.600000e+03 4.409030e-02 7.308118e-02 7.308118e-02
2.600000e+03 2.800000e+03 6.360242e-02 9.405528e-02 9.405528e-02
2.800000e+03 3.000000e+03 8.455525e-02 1.123620e-01 1.123620e-01
3.000000e+03 6.500000e+03 1.835754e-01 1.285824e-01 1.285824e-01
# END HISTO1D

# BEGIN HISTO1D evj_pTV_dK_PDF_40
# xlow   xhigh   val   errminus  errplus
3.000000e+01 4.000000e+01 -1.665158e-03 -5.509650e-03 -5.509650e-03
4.000000e+01 5.000000e+01 -1.653923e-03 -6.857656e-03 -6.857656e-03
5.000000e+01 6.000000e+01 -1.617864e-03 -7.061900e-03 -7.061900e-03
6.000000e+01 7.000000e+01 -1.508204e-03 -7.338413e-03 -7.338413e-03
7.000000e+01 8.000000e+01 -1.528435e-03 -9.380723e-03 -9.380723e-03
8.000000e+01 9.000000e+01 -1.509847e-03 -1.078832e-02 -1.078832e-02
9.000000e+01 1.000000e+02 -1.496023e-03 -1.054232e-02 -1.054232e-02
1.000000e+02 1.100000e+02 -1.438862e-03 -1.472896e-02 -1.472896e-02
1.100000e+02 1.200000e+02 -1.350969e-03 -1.828629e-02 -1.828629e-02
1.200000e+02 1.300000e+02 -1.372542e-03 -5.654610e-02 -5.654610e-02
1.300000e+02 1.400000e+02 -1.109685e-03 -7.292080e-02 -7.292080e-02
1.400000e+02 1.500000e+02 -1.133827e-03 -2.074048e-02 -2.074048e-02
1.500000e+02 2.000000e+02 -1.095273e-03 -5.551452e-03 -5.551452e-03
2.000000e+02 2.500000e+02 -8.304393e-04 -4.541872e-03 -4.541872e-03
2.500000e+02 3.000000e+02 -5.468327e-04 -5.795323e-03 -5.795323e-03
3.000000e+02 3.500000e+02 -4.267471e-04 -9.019986e-03 -9.019986e-03
3.500000e+02 4.000000e+02 1.443424e-04 1.037337e-02 1.037337e-02
4.000000e+02 4.500000e+02 1.596476e-04 8.979652e-03 8.979652e-03
4.500000e+02 5.000000e+02 4.058056e-04 1.042248e-02 1.042248e-02
5.000000e+02 5.500000e+02 4.384320e-04 1.184637e-02 1.184637e-02
5.500000e+02 6.000000e+02 7.382500e-04 1.245820e-02 1.245820e-02
6.000000e+02 6.500000e+02 8.979988e-04 1.427351e-02 1.427351e-02
6.500000e+02 7.000000e+02 1.226133e-03 1.497089e-02 1.497089e-02
7.000000e+02 7.500000e+02 1.183838e-03 1.742742e-02 1.742742e-02
7.500000e+02 8.000000e+02 1.690507e-03 1.956937e-02 1.956937e-02
8.000000e+02 8.500000e+02 1.454151e-03 2.020911e-02 2.020911e-02
8.500000e+02 9.000000e+02 1.263546e-03 2.183363e-02 2.183363e-02
9.000000e+02 9.500000e+02 1.642516e-03 2.429851e-02 2.429851e-02
9.500000e+02 1.000000e+03 2.663734e-03 2.702557e-02 2.702557e-02
1.000000e+03 1.100000e+03 2.034816e-03 2.084536e-02 2.084536e-02
1.100000e+03 1.200000e+03 1.815664e-03 2.430126e-02 2.430126e-02
1.200000e+03 1.300000e+03 1.734126e-03 2.705452e-02 2.705452e-02
1.300000e+03 1.400000e+03 1.596970e-03 3.090718e-02 3.090718e-02
1.400000e+03 1.600000e+03 7.903342e-04 2.723740e-02 2.723740e-02
1.600000e+03 1.800000e+03 -1.589921e-03 -3.665908e-02 -3.665908e-02
1.800000e+03 2.000000e+03 -6.625996e-03 -4.335332e-02 -4.335332e-02
2.000000e+03 2.200000e+03 -8.171666e-03 -5.948624e-02 -5.948624e-02
2.200000e+03 2.400000e+03 -1.766222e-02 -5.613535e-02 -5.613535e-02
2.400000e+03 2.600000e+03 -2.972383e-02 -7.249438e-02 -7.249438e-02
2.600000e+03 2.800000e+03 -4.346216e-02 -9.301510e-02 -9.301510e-02
2.800000e+03 3.000000e+03 -6.007571e-02 -1.106101e-01 -1.106101e-01
3.000000e+03 6.500000e+03 -1.135867e-01 -1.240987e-01 -1.240987e-01
# END HISTO1D

# BEGIN HISTO1D evj_pTV_dK_PDF_41
# xlow   xhigh   val   errminus  errplus
3.000000e+01 4.000000e+01 -8.327232e-04 -5.509108e-03 -5.509108e-03
4.000000e+01 5.000000e+01 -8.192131e-04 -6.857166e-03 -6.857166e-03
5.000000e+01 6.000000e+01 -7.829652e-04 -7.063284e-03 -7.063284e-03
6.000000e+01 7.000000e+01 -8.292203e-04 -7.335670e-03 -7.335670e-03
7.000000e+01 8.000000e+01 -6.450732e-04 -9.376911e-03 -9.376911e-03
8.000000e+01 9.000000e+01 -6.978623e-04 -1.078925e-02 -1.078925e-02
9.000000e+01 1.000000e+02 -6.332700e-04 -1.054136e-02 -1.054136e-02
1.000000e+02 1.100000e+02 -4.995703e-04 -1.472682e-02 -1.472682e-02
1.100000e+02 1.200000e+02 -4.921756e-04 -1.827189e-02 -1.827189e-02
1.200000e+02 1.300000e+02 -4.292014e-04 -5.649521e-02 -5.649521e-02
1.300000e+02 1.400000e+02 -6.822133e-04 -7.285338e-02 -7.285338e-02
1.400000e+02 1.500000e+02 -2.953576e-04 -2.071809e-02 -2.071809e-02
1.500000e+02 2.000000e+02 -3.489800e-04 -5.537564e-03 -5.537564e-03
2.000000e+02 2.500000e+02 -1.029193e-04 -4.540059e-03 -4.540059e-03
2.500000e+02 3.000000e+02 1.495141e-05 5.791878e-03 5.791878e-03
3.000000e+02 3.500000e+02 2.142445e-04 8.980804e-03 8.980804e-03
3.500000e+02 4.000000e+02 -3.583947e-05 -1.024433e-02 -1.024433e-02
4.000000e+02 4.500000e+02 3.384304e-04 8.975499e-03 8.975499e-03
4.500000e+02 5.000000e+02 3.280952e-04 1.041451e-02 1.041451e-02
5.000000e+02 5.500000e+02 6.577890e-04 1.183858e-02 1.183858e-02
5.500000e+02 6.000000e+02 7.931535e-04 1.244890e-02 1.244890e-02
6.000000e+02 6.500000e+02 8.813551e-04 1.425458e-02 1.425458e-02
6.500000e+02 7.000000e+02 7.223666e-04 1.495402e-02 1.495402e-02
7.000000e+02 7.500000e+02 1.123664e-03 1.739658e-02 1.739658e-02
7.500000e+02 8.000000e+02 1.072694e-03 1.951939e-02 1.951939e-02
8.000000e+02 8.500000e+02 1.586308e-03 2.018632e-02 2.018632e-02
8.500000e+02 9.000000e+02 2.046361e-03 2.181543e-02 2.181543e-02
9.000000e+02 9.500000e+02 1.790662e-03 2.427004e-02 2.427004e-02
9.500000e+02 1.000000e+03 1.012908e-03 2.697718e-02 2.697718e-02
1.000000e+03 1.100000e+03 2.252987e-03 2.080136e-02 2.080136e-02
1.100000e+03 1.200000e+03 3.166110e-03 2.424228e-02 2.424228e-02
1.200000e+03 1.300000e+03 4.230971e-03 2.700783e-02 2.700783e-02
1.300000e+03 1.400000e+03 4.354269e-03 3.082372e-02 3.082372e-02
1.400000e+03 1.600000e+03 6.844480e-03 2.718431e-02 2.718431e-02
1.600000e+03 1.800000e+03 1.182109e-02 3.646136e-02 3.646136e-02
1.800000e+03 2.000000e+03 2.288477e-02 4.311261e-02 4.311261e-02
2.000000e+03 2.200000e+03 2.719064e-02 5.935939e-02 5.935939e-02
2.200000e+03 2.400000e+03 5.091411e-02 5.672332e-02 5.672332e-02
2.400000e+03 2.600000e+03 8.455809e-02 7.344312e-02 7.344312e-02
2.600000e+03 2.800000e+03 1.280220e-01 9.481577e-02 9.481577e-02
2.800000e+03 3.000000e+03 1.787920e-01 1.137849e-01 1.137849e-01
3.000000e+03 6.500000e+03 4.188608e-01 1.328199e-01 1.328199e-01
# END HISTO1D

# BEGIN HISTO1D evj_pTV_dK_PDF_42
# xlow   xhigh   val   errminus  errplus
3.000000e+01 4.000000e+01 -3.189920e-04 -5.511081e-03 -5.511081e-03
4.000000e+01 5.000000e+01 -2.983820e-04 -6.858863e-03 -6.858863e-03
5.000000e+01 6.000000e+01 -2.468747e-04 -7.064636e-03 -7.064636e-03
6.000000e+01 7.000000e+01 -1.743128e-04 -7.339990e-03 -7.339990e-03
7.000000e+01 8.000000e+01 -1.659772e-04 -9.382718e-03 -9.382718e-03
8.000000e+01 9.000000e+01 -1.596804e-04 -1.079201e-02 -1.079201e-02
9.000000e+01 1.000000e+02 -1.131993e-04 -1.054582e-02 -1.054582e-02
1.000000e+02 1.100000e+02 -5.305419e-05 -1.473363e-02 -1.473363e-02
1.100000e+02 1.200000e+02 -2.569798e-05 -1.828754e-02 -1.828754e-02
1.200000e+02 1.300000e+02 2.951526e-05 5.650791e-02 5.650791e-02
1.300000e+02 1.400000e+02 -1.498373e-06 -7.286763e-02 -7.286763e-02
1.400000e+02 1.500000e+02 1.239879e-04 2.073305e-02 2.073305e-02
1.500000e+02 2.000000e+02 1.416969e-04 5.546016e-03 5.546016e-03
2.000000e+02 2.500000e+02 2.665680e-04 4.541774e-03 4.541774e-03
2.500000e+02 3.000000e+02 4.328442e-04 5.794327e-03 5.794327e-03
3.000000e+02 3.500000e+02 4.834792e-04 9.008701e-03 9.008701e-03
3.500000e+02 4.000000e+02 7.423265e-04 1.033959e-02 1.033959e-02
4.000000e+02 4.500000e+02 7.599768e-04 8.978198e-03 8.978198e-03
4.500000e+02 5.000000e+02 8.950620e-04 1.041910e-02 1.041910e-02
5.000000e+02 5.500000e+02 9.157787e-04 1.184337e-02 1.184337e-02
5.500000e+02 6.000000e+02 1.075116e-03 1.245546e-02 1.245546e-02
6.000000e+02 6.500000e+02 1.298873e-03 1.426931e-02 1.426931e-02
6.500000e+02 7.000000e+02 1.383973e-03 1.496475e-02 1.496475e-02
7.000000e+02 7.500000e+02 1.403983e-03 1.741608e-02 1.741608e-02
7.500000e+02 8.000000e+02 1.769588e-03 1.955092e-02 1.955092e-02
8.000000e+02 8.500000e+02 1.689082e-03 2.019966e-02 2.019966e-02
8.500000e+02 9.000000e+02 1.640489e-03 2.182711e-02 2.182711e-02
9.000000e+02 9.500000e+02 1.910943e-03 2.428847e-02 2.428847e-02
9.500000e+02 1.000000e+03 2.255472e-03 2.700729e-02 2.700729e-02
1.000000e+03 1.100000e+03 2.028701e-03 2.083012e-02 2.083012e-02
1.100000e+03 1.200000e+03 2.351395e-03 2.428177e-02 2.428177e-02
1.200000e+03 1.300000e+03 2.135068e-03 2.703986e-02 2.703986e-02
1.300000e+03 1.400000e+03 2.546080e-03 3.088412e-02 3.088412e-02
1.400000e+03 1.600000e+03 1.536808e-03 2.722282e-02 2.722282e-02
1.600000e+03 1.800000e+03 5.187721e-04 3.659646e-02 3.659646e-02
1.800000e+03 2.000000e+03 -2.643491e-03 -4.330394e-02 -4.330394e-02
2.000000e+03 2.200000e+03 -2.748409e-03 -5.961745e-02 -5.961745e-02
2.200000e+03 2.400000e+03 -9.139501e-03 -5.627271e-02 -5.627271e-02
2.400000e+03 2.600000e+03 -1.601605e-02 -7.274477e-02 -7.274477e-02
2.600000e+03 2.800000e+03 -2.111530e-02 -9.363035e-02 -9.363035e-02
2.800000e+03 3.000000e+03 -3.055492e-02 -1.112229e-01 -1.112229e-01
3.000000e+03 6.500000e+03 -6.302171e-02 -1.250228e-01 -1.250228e-01
# END HISTO1D

# BEGIN HISTO1D evj_pTV_dK_PDF_43
# xlow   xhigh   val   errminus  errplus
3.000000e+01 4.000000e+01 -5.018259e-04 -5.510543e-03 -5.510543e-03
4.000000e+01 5.000000e+01 -5.471423e-04 -6.859669e-03 -6.859669e-03
5.000000e+01 6.000000e+01 -5.543332e-04 -7.064324e-03 -7.064324e-03
6.000000e+01 7.000000e+01 -6.335979e-04 -7.336910e-03 -7.336910e-03
7.000000e+01 8.000000e+01 -5.987773e-04 -9.377719e-03 -9.377719e-03
8.000000e+01 9.000000e+01 -6.328251e-04 -1.078775e-02 -1.078775e-02
9.000000e+01 1.000000e+02 -6.613476e-04 -1.054272e-02 -1.054272e-02
1.000000e+02 1.100000e+02 -5.500547e-04 -1.473602e-02 -1.473602e-02
1.100000e+02 1.200000e+02 -6.376297e-04 -1.828909e-02 -1.828909e-02
1.200000e+02 1.300000e+02 -6.448495e-04 -5.652090e-02 -5.652090e-02
1.300000e+02 1.400000e+02 -7.645457e-04 -7.288620e-02 -7.288620e-02
1.400000e+02 1.500000e+02 -5.357733e-04 -2.072630e-02 -2.072630e-02
1.500000e+02 2.000000e+02 -6.531108e-04 -5.542169e-03 -5.542169e-03
2.000000e+02 2.500000e+02 -6.579149e-04 -4.539457e-03 -4.539457e-03
2.500000e+02 3.000000e+02 -6.847491e-04 -5.791014e-03 -5.791014e-03
3.000000e+02 3.500000e+02 -7.018124e-04 -8.993519e-03 -8.993519e-03
3.500000e+02 4.000000e+02 -8.169016e-04 -1.029776e-02 -1.029776e-02
4.000000e+02 4.500000e+02 -8.517330e-04 -8.973065e-03 -8.973065e-03
4.500000e+02 5.000000e+02 -9.983469e-04 -1.041154e-02 -1.041154e-02
5.000000e+02 5.500000e+02 -9.799778e-04 -1.183383e-02 -1.183383e-02
5.500000e+02 6.000000e+02 -1.119482e-03 -1.244242e-02 -1.244242e-02
6.000000e+02 6.500000e+02 -1.208993e-03 -1.424856e-02 -1.424856e-02
6.500000e+02 7.000000e+02 -1.421484e-03 -1.494605e-02 -1.494605e-02
7.000000e+02 7.500000e+02 -1.478463e-03 -1.738917e-02 -1.738917e-02
7.500000e+02 8.000000e+02 -1.736102e-03 -1.951527e-02 -1.951527e-02
8.000000e+02 8.500000e+02 -1.699859e-03 -2.017084e-02 -2.017084e-02
8.500000e+02 9.000000e+02 -1.781533e-03 -2.179176e-02 -2.179176e-02
9.000000e+02 9.500000e+02 -2.165607e-03 -2.424216e-02 -2.424216e-02
9.500000e+02 1.000000e+03 -2.485933e-03 -2.695451e-02 -2.695451e-02
1.000000e+03 1.100000e+03 -2.349489e-03 -2.078248e-02 -2.078248e-02
1.100000e+03 1.200000e+03 -2.215079e-03 -2.421869e-02 -2.421869e-02
1.200000e+03 1.300000e+03 -2.120213e-03 -2.697108e-02 -2.697108e-02
1.300000e+03 1.400000e+03 -2.521106e-03 -3.079037e-02 -3.079037e-02
1.400000e+03 1.600000e+03 -1.925988e-03 -2.714130e-02 -2.714130e-02
1.600000e+03 1.800000e+03 -6.741694e-04 -3.644689e-02 -3.644689e-02
1.800000e+03 2.000000e+03 3.354495e-03 4.309283e-02 4.309283e-02
2.000000e+03 2.200000e+03 3.227302e-03 5.920427e-02 5.920427e-02
2.200000e+03 2.400000e+03 1.136780e-02 5.637873e-02 5.637873e-02
2.400000e+03 2.600000e+03 1.907722e-02 7.270836e-02 7.270836e-02
2.600000e+03 2.800000e+03 2.762987e-02 9.332533e-02 9.332533e-02
2.800000e+03 3.000000e+03 3.764912e-02 1.115176e-01 1.115176e-01
3.000000e+03 6.500000e+03 8.647062e-02 1.268807e-01 1.268807e-01
# END HISTO1D

# BEGIN HISTO1D evj_pTV_dK_PDF_44
# xlow   xhigh   val   errminus  errplus
3.000000e+01 4.000000e+01 2.321348e-04 5.512427e-03 5.512427e-03
4.000000e+01 5.000000e+01 2.397886e-04 6.860432e-03 6.860432e-03
5.000000e+01 6.000000e+01 2.320455e-04 7.066302e-03 7.066302e-03
6.000000e+01 7.000000e+01 2.429317e-04 7.340286e-03 7.340286e-03
7.000000e+01 8.000000e+01 2.129935e-04 9.382735e-03 9.382735e-03
8.000000e+01 9.000000e+01 2.218241e-04 1.079203e-02 1.079203e-02
9.000000e+01 1.000000e+02 2.275323e-04 1.054604e-02 1.054604e-02
1.000000e+02 1.100000e+02 2.242420e-04 1.473973e-02 1.473973e-02
1.100000e+02 1.200000e+02 1.924595e-04 1.829823e-02 1.829823e-02
1.200000e+02 1.300000e+02 3.261687e-04 5.649115e-02 5.649115e-02
1.300000e+02 1.400000e+02 9.990661e-05 7.284252e-02 7.284252e-02
1.400000e+02 1.500000e+02 2.355299e-04 2.073043e-02 2.073043e-02
1.500000e+02 2.000000e+02 2.186913e-04 5.544922e-03 5.544922e-03
2.000000e+02 2.500000e+02 2.143873e-04 4.540942e-03 4.540942e-03
2.500000e+02 3.000000e+02 2.332102e-04 5.792884e-03 5.792884e-03
3.000000e+02 3.500000e+02 2.247407e-04 9.002862e-03 9.002862e-03
3.500000e+02 4.000000e+02 2.677348e-04 1.032793e-02 1.032793e-02
4.000000e+02 4.500000e+02 2.211602e-04 8.975660e-03 8.975660e-03
4.500000e+02 5.000000e+02 2.302378e-04 1.041521e-02 1.041521e-02
5.000000e+02 5.500000e+02 1.671948e-04 1.183912e-02 1.183912e-02
5.500000e+02 6.000000e+02 1.247209e-04 1.244961e-02 1.244961e-02
6.000000e+02 6.500000e+02 1.182771e-04 1.426029e-02 1.426029e-02
6.500000e+02 7.000000e+02 1.201890e-04 1.495550e-02 1.495550e-02
7.000000e+02 7.500000e+02 6.135745e-05 1.740375e-02 1.740375e-02
7.500000e+02 8.000000e+02 1.282708e-04 1.953478e-02 1.953478e-02
8.000000e+02 8.500000e+02 3.638922e-05 2.018462e-02 2.018462e-02
8.500000e+02 9.000000e+02 1.034206e-05 2.181008e-02 2.181008e-02
9.000000e+02 9.500000e+02 6.068974e-05 2.426649e-02 2.426649e-02
9.500000e+02 1.000000e+03 2.935969e-04 2.698177e-02 2.698177e-02
1.000000e+03 1.100000e+03 2.322313e-04 2.080877e-02 2.080877e-02
1.100000e+03 1.200000e+03 3.075606e-04 2.425392e-02 2.425392e-02
1.200000e+03 1.300000e+03 5.142486e-04 2.701025e-02 2.701025e-02
1.300000e+03 1.400000e+03 9.768775e-04 3.084850e-02 3.084850e-02
1.400000e+03 1.600000e+03 1.621093e-03 2.719983e-02 2.719983e-02
1.600000e+03 1.800000e+03 2.989778e-03 3.656194e-02 3.656194e-02
1.800000e+03 2.000000e+03 4.318352e-03 4.327241e-02 4.327241e-02
2.000000e+03 2.200000e+03 8.056150e-03 5.959198e-02 5.959198e-02
2.200000e+03 2.400000e+03 1.107888e-02 5.630289e-02 5.630289e-02
2.400000e+03 2.600000e+03 1.514615e-02 7.298220e-02 7.298220e-02
2.600000e+03 2.800000e+03 2.183797e-02 9.400237e-02 9.400237e-02
2.800000e+03 3.000000e+03 3.003718e-02 1.119430e-01 1.119430e-01
3.000000e+03 6.500000e+03 4.186459e-02 1.264766e-01 1.264766e-01
# END HISTO1D

# BEGIN HISTO1D evj_pTV_dK_PDF_45
# xlow   xhigh   val   errminus  errplus
3.000000e+01 4.000000e+01 -9.747672e-05 -5.512871e-03 -5.512871e-03
4.000000e+01 5.000000e+01 -4.838610e-05 -6.861795e-03 -6.861795e-03
5.000000e+01 6.000000e+01 3.835861e-06 7.066886e-03 7.066886e-03
6.000000e+01 7.000000e+01 1.145387e-04 7.342245e-03 7.342245e-03
7.000000e+01 8.000000e+01 9.689909e-05 9.385548e-03 9.385548e-03
8.000000e+01 9.000000e+01 1.514673e-04 1.079314e-02 1.079314e-02
9.000000e+01 1.000000e+02 2.124975e-04 1.054591e-02 1.054591e-02
1.000000e+02 1.100000e+02 2.677119e-04 1.473572e-02 1.473572e-02
1.100000e+02 1.200000e+02 2.998333e-04 1.829244e-02 1.829244e-02
1.200000e+02 1.300000e+02 2.880197e-04 5.657679e-02 5.657679e-02
1.300000e+02 1.400000e+02 4.821267e-04 7.295983e-02 7.295983e-02
1.400000e+02 1.500000e+02 3.423061e-04 2.073569e-02 2.073569e-02
1.500000e+02 2.000000e+02 6.349675e-04 5.547034e-03 5.547034e-03
2.000000e+02 2.500000e+02 7.611093e-04 4.543845e-03 4.543845e-03
2.500000e+02 3.000000e+02 1.051807e-03 5.796204e-03 5.796204e-03
3.000000e+02 3.500000e+02 1.275434e-03 9.012133e-03 9.012133e-03
3.500000e+02 4.000000e+02 1.690998e-03 1.035258e-02 1.035258e-02
4.000000e+02 4.500000e+02 1.810956e-03 8.983669e-03 8.983669e-03
4.500000e+02 5.000000e+02 2.134272e-03 1.042523e-02 1.042523e-02
5.000000e+02 5.500000e+02 2.280322e-03 1.185057e-02 1.185057e-02
5.500000e+02 6.000000e+02 2.449256e-03 1.246042e-02 1.246042e-02
6.000000e+02 6.500000e+02 2.843042e-03 1.427289e-02 1.427289e-02
6.500000e+02 7.000000e+02 3.086877e-03 1.497438e-02 1.497438e-02
7.000000e+02 7.500000e+02 3.311908e-03 1.742438e-02 1.742438e-02
7.500000e+02 8.000000e+02 3.434833e-03 1.955696e-02 1.955696e-02
8.000000e+02 8.500000e+02 3.434832e-03 2.021368e-02 2.021368e-02
8.500000e+02 9.000000e+02 3.563943e-03 2.184260e-02 2.184260e-02
9.000000e+02 9.500000e+02 3.812591e-03 2.430326e-02 2.430326e-02
9.500000e+02 1.000000e+03 4.288308e-03 2.702421e-02 2.702421e-02
1.000000e+03 1.100000e+03 3.790770e-03 2.083870e-02 2.083870e-02
1.100000e+03 1.200000e+03 3.902859e-03 2.428438e-02 2.428438e-02
1.200000e+03 1.300000e+03 3.227237e-03 2.705447e-02 2.705447e-02
1.300000e+03 1.400000e+03 3.449860e-03 3.089255e-02 3.089255e-02
1.400000e+03 1.600000e+03 1.149573e-03 2.722557e-02 2.722557e-02
1.600000e+03 1.800000e+03 -2.444031e-03 -3.658794e-02 -3.658794e-02
1.800000e+03 2.000000e+03 -1.091876e-02 -4.327409e-02 -4.327409e-02
2.000000e+03 2.200000e+03 -1.550841e-02 -5.950009e-02 -5.950009e-02
2.200000e+03 2.400000e+03 -3.308069e-02 -5.610430e-02 -5.610430e-02
2.400000e+03 2.600000e+03 -6.022299e-02 -7.228336e-02 -7.228336e-02
2.600000e+03 2.800000e+03 -9.317808e-02 -9.269506e-02 -9.269506e-02
2.800000e+03 3.000000e+03 -1.286836e-01 -1.101099e-01 -1.101099e-01
3.000000e+03 6.500000e+03 -3.067577e-01 -1.220682e-01 -1.220682e-01
# END HISTO1D

# BEGIN HISTO1D evj_pTV_dK_PDF_46
# xlow   xhigh   val   errminus  errplus
3.000000e+01 4.000000e+01 -1.879528e-03 -5.507932e-03 -5.507932e-03
4.000000e+01 5.000000e+01 -1.914034e-03 -6.854803e-03 -6.854803e-03
5.000000e+01 6.000000e+01 -1.976672e-03 -7.060369e-03 -7.060369e-03
6.000000e+01 7.000000e+01 -1.991061e-03 -7.334229e-03 -7.334229e-03
7.000000e+01 8.000000e+01 -1.996409e-03 -9.375138e-03 -9.375138e-03
8.000000e+01 9.000000e+01 -2.015656e-03 -1.078435e-02 -1.078435e-02
9.000000e+01 1.000000e+02 -2.042436e-03 -1.053810e-02 -1.053810e-02
1.000000e+02 1.100000e+02 -2.006912e-03 -1.472849e-02 -1.472849e-02
1.100000e+02 1.200000e+02 -2.036123e-03 -1.828127e-02 -1.828127e-02
1.200000e+02 1.300000e+02 -1.917400e-03 -5.644060e-02 -5.644060e-02
1.300000e+02 1.400000e+02 -2.237110e-03 -7.277742e-02 -7.277742e-02
1.400000e+02 1.500000e+02 -1.917567e-03 -2.071434e-02 -2.071434e-02
1.500000e+02 2.000000e+02 -2.026828e-03 -5.540404e-03 -5.540404e-03
2.000000e+02 2.500000e+02 -1.905069e-03 -4.537775e-03 -4.537775e-03
2.500000e+02 3.000000e+02 -1.803116e-03 -5.789007e-03 -5.789007e-03
3.000000e+02 3.500000e+02 -1.648315e-03 -8.990544e-03 -8.990544e-03
3.500000e+02 4.000000e+02 -1.564900e-03 -1.029798e-02 -1.029798e-02
4.000000e+02 4.500000e+02 -1.380680e-03 -8.971112e-03 -8.971112e-03
4.500000e+02 5.000000e+02 -1.250391e-03 -1.040982e-02 -1.040982e-02
5.000000e+02 5.500000e+02 -1.007388e-03 -1.183430e-02 -1.183430e-02
5.500000e+02 6.000000e+02 -8.416980e-04 -1.244426e-02 -1.244426e-02
6.000000e+02 6.500000e+02 -7.265483e-04 -1.425118e-02 -1.425118e-02
6.500000e+02 7.000000e+02 -6.696656e-04 -1.494988e-02 -1.494988e-02
7.000000e+02 7.500000e+02 -4.681840e-04 -1.739719e-02 -1.739719e-02
7.500000e+02 8.000000e+02 -2.460659e-04 -1.952706e-02 -1.952706e-02
8.000000e+02 8.500000e+02 -1.519618e-04 -2.018059e-02 -2.018059e-02
8.500000e+02 9.000000e+02 8.361664e-05 2.180661e-02 2.180661e-02
9.000000e+02 9.500000e+02 1.517002e-04 2.426317e-02 2.426317e-02
9.500000e+02 1.000000e+03 1.338331e-05 2.697542e-02 2.697542e-02
1.000000e+03 1.100000e+03 5.466014e-04 2.080270e-02 2.080270e-02
1.100000e+03 1.200000e+03 1.094398e-03 2.424928e-02 2.424928e-02
1.200000e+03 1.300000e+03 1.757071e-03 2.700816e-02 2.700816e-02
1.300000e+03 1.400000e+03 1.833777e-03 3.083777e-02 3.083777e-02
1.400000e+03 1.600000e+03 3.489080e-03 2.718930e-02 2.718930e-02
1.600000e+03 1.800000e+03 6.359521e-03 3.654124e-02 3.654124e-02
1.800000e+03 2.000000e+03 1.162098e-02 4.320837e-02 4.320837e-02
